회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,2024년 매출액(원),sector_tag_en,sector_tag_ko,product_tags_en,product_tags_ko,OpenAI_Info,OpenAI_Hashtags,AI,Robotics,Defense,Environment,Bio,Longevity
플럼라인생명과학,222670,자연과학 및 공학 연구개발업,"강아지암치료제,돼지DNA테라피",2015-07-28,12월,김앤토니경태,http://www.plsdna.com,서울특별시,,Industrials,산업재,['Other Products'],['기타 제품/서비스'],"플럼라인생명과학(Plumline Life Science)은 생명과학 분야에서 혁신적인 솔루션과 서비스를 제공하는 기업으로, 주로 유전자 분석, 맞춤형 헬스케어, 진단 기술 개발에 집중하고 있습니다. 이 회사는 최신 생명과학 기술을 활용하여 개인 맞춤형 건강 관리 및 질병 예방을 위한 제품을 개발하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#유전자검사 #맞춤형헬스케어 #진단기술 #건강관리서비스 #질병예방 #생명과학연구",#유전자검사 #맞춤형헬스케어 #진단기술 #건강관리서비스 #질병예방 #생명과학연구,0,0,0,0,1,0
켐트로스,220260,기타 화학제품 제조업,기타화학제품 제조업,2015-07-27,12월,이동훈,http://chemtros.com,경기도,"47,464,098,463",Materials,소재,['Other Products'],['기타 제품/서비스'],"켐트로스(ChemTros)는 화학 및 소재 관련 솔루션을 제공하는 회사로, 다양한 산업 분야에 걸쳐 혁신적인 제품과 서비스를 개발하고 있습니다. 이 회사는 고객의 요구에 맞춘 맞춤형 솔루션을 제공하며, 지속 가능한 발전을 위한 기술을 연구하고 있습니다.

#화학제품 #소재솔루션 #맞춤형서비스 #지속가능한기술 #산업혁신",#화학제품 #소재솔루션 #맞춤형서비스 #지속가능한기술 #산업혁신,0,0,0,1,0,0
파마리서치,214450,의료용품 및 기타 의약 관련제품 제조업,재생의약품,2015-07-24,12월,손지훈,http://pharmaresearch.co.kr,강원특별자치도,"261,010,910,564",Health Care,헬스케어,['Other Products'],['기타 제품/서비스'],"파마리서치(Pharmaresearch)는 제약 및 생명과학 분야에서 연구개발 및 서비스를 제공하는 회사로, 혁신적인 솔루션을 통해 의료 및 건강 분야의 발전에 기여하고 있습니다. 이 회사는 생물학적 제제, 화학 합성, 임상 시험 등 다양한 분야에서 전문성을 갖추고 있습니다.

#생물학적제제 #화학합성 #임상시험 #연구개발 #의료솔루션 #건강관리",#생물학적제제 #화학합성 #임상시험 #연구개발 #의료솔루션 #건강관리,0,0,0,0,1,0
디와이디,219550,생활용품 도매업,화장품 유통,2015-07-22,12월,김영덕,http://www.dyddaeyang.com/,경기도,"28,464,604,767",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"디와이디(DYDI)는 다양한 산업 분야에 걸쳐 혁신적인 솔루션을 제공하는 회사입니다. 주로 전자기기, 소프트웨어 개발, 그리고 관련 서비스에 집중하고 있으며, 고객의 요구에 맞춘 맞춤형 서비스를 제공하는 데 중점을 두고 있습니다.

디와이디가 제공하는 제품과 서비스는 다음과 같습니다:

#전자기기 #소프트웨어개발 #맞춤형솔루션 #IT컨설팅 #기술지원 #모바일앱개발 #웹개발 #인공지능 #데이터분석 #클라우드서비스",#전자기기 #소프트웨어개발 #맞춤형솔루션 #IT컨설팅 #기술지원 #모바일앱개발 #웹개발 #인공지능 #데이터분석 #클라우드서비스,1,0,0,0,0,0
펩트론,87010,기초 의약물질 제조업,약효지속성 의약품 및 펩타이드 소재,2015-07-22,12월,최호일,http://www.peptron.co.kr,대전광역시,"3,341,893,572",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"펩트론(Peptreon)은 생명공학 분야에 특화된 회사로, 주로 단백질 기반의 치료제를 개발하고 있습니다. 이 회사는 혁신적인 펩타이드 기술을 활용하여 다양한 질병에 대한 치료 솔루션을 제공하고 있으며, 특히 항암제 및 면역치료제에 중점을 두고 있습니다.

펩트론의 제품과 서비스는 다음과 같습니다:

#항암제 #면역치료제 #단백질치료제 #펩타이드기술 #약물개발 #생명공학서비스",#항암제 #면역치료제 #단백질치료제 #펩타이드기술 #약물개발 #생명공학서비스,0,0,0,0,1,0
이노션,214320,광고업,광고대행 및 광고물의 제작 등,2015-07-17,12월,이용우,http://www.innocean.com,서울특별시,"2,092,893,299,026",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"이노션(Innocean)은 광고 및 마케팅 전문 기업으로, 2005년에 설립되었습니다. 현대자동차 그룹의 광고 대행사로 시작했으며, 현재는 디지털 마케팅, 브랜딩, 크리에이티브 전략 등 다양한 분야에서 활동하고 있습니다. 이노션은 고객의 비즈니스 목표 달성을 위해 혁신적이고 창의적인 솔루션을 제공하는 것을 목표로 하고 있습니다.

이노션이 제공하는 제품과 서비스는 다음과 같습니다:

#디지털마케팅 #브랜딩 #광고대행 #크리에이티브전략 #소셜미디어마케팅 #콘텐츠제작 #데이터분석 #이벤트기획 #PR서비스",#디지털마케팅 #브랜딩 #광고대행 #크리에이티브전략 #소셜미디어마케팅 #콘텐츠제작 #데이터분석 #이벤트기획 #PR서비스,0,0,0,0,0,0
토니모리,214420,기타 화학제품 제조업,"스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등",2015-07-10,12월,김승철,http://www.tonysteet.com,서울특별시,"151,091,527,920",Materials,소재,['Other Products'],['기타 제품/서비스'],"토니모리는 2006년에 설립된 한국의 화장품 브랜드로, 독창적인 디자인과 합리적인 가격으로 젊은 소비자들 사이에서 인기를 끌고 있습니다. 이 회사는 다양한 스킨케어 및 메이크업 제품을 제공하며, 자연 유래 성분을 사용하여 피부 친화적인 제품을 지향합니다. 

토니모리가 제공하는 제품과 서비스는 다음과 같습니다:

#스킨케어 #메이크업 #페이스팩 #클렌징 #모이스처라이저 #선크림 #립제품 #뷰티툴 #향수 #뷰티상담 #온라인쇼핑 #매장판매",#스킨케어 #메이크업 #페이스팩 #클렌징 #모이스처라이저 #선크림 #립제품 #뷰티툴 #향수 #뷰티상담 #온라인쇼핑 #매장판매,0,0,0,0,0,0
광동헬스바이오,86220,기타 식품 제조업,건강기능식품,2015-07-09,12월,정 화 영,http://www.kdhealthbio.com,충청북도,"80,157,299,287",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"광동헬스바이오는 건강과 웰빙을 추구하는 다양한 제품을 개발하는 바이오 헬스 기업입니다. 이 회사는 자연 유래 성분을 활용하여 소비자들에게 건강을 증진시키는 다양한 솔루션을 제공합니다.

#건강보조식품 #자연유래성분 #헬스케어제품 #웰빙음료 #영양제 #비타민 #식이섬유 #건강식품",#건강보조식품 #자연유래성분 #헬스케어제품 #웰빙음료 #영양제 #비타민 #식이섬유 #건강식품,0,0,0,0,1,1
로지스몬,223220,기타 운송관련 서비스업,모바일 컨텐츠 개발 및 유통,2015-07-09,12월,이석준,http://ipmonster.co.kr,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"로지스몬은 물류 및 공급망 관리 솔루션을 제공하는 회사로, 효율적인 물류 운영과 비용 절감을 목표로 다양한 서비스를 개발하고 있습니다. 이 회사는 최신 기술을 활용하여 고객의 물류 프로세스를 최적화하고, 실시간 데이터 분석을 제공하여 비즈니스 결정을 지원합니다.

제공하는 제품과 서비스는 다음과 같습니다:

#물류관리시스템 #재고관리솔루션 #운송관리시스템 #실시간데이터분석 #공급망최적화 #고객맞춤형솔루션 #물류컨설팅",#물류관리시스템 #재고관리솔루션 #운송관리시스템 #실시간데이터분석 #공급망최적화 #고객맞춤형솔루션 #물류컨설팅,1,0,0,0,0,0
미래에셋생명,85620,보험업,생명보험상품,2015-07-08,12월,"김재식, 황문규",http://life.miraeasset.com,서울특별시,,Other Industrials,기타산업,['Financial Services'],['금융 서비스'],"미래에셋생명은 대한민국의 대표적인 생명보험 회사로, 고객의 삶과 미래를 더욱 안전하게 보호하기 위해 다양한 보험 상품과 금융 서비스를 제공합니다. 1997년에 설립된 이후, 미래에셋그룹의 일원으로 성장하며 고객 중심의 서비스와 혁신적인 상품 개발에 힘쓰고 있습니다.

미래에셋생명이 제공하는 제품과 서비스는 다음과 같습니다:

#생명보험 #건강보험 #연금보험 #저축보험 #종신보험 #암보험 #재해보험 #보험설계 #금융컨설팅 #퇴직연금 #연금저축 #투자상품",#생명보험 #건강보험 #연금보험 #저축보험 #종신보험 #암보험 #재해보험 #보험설계 #금융컨설팅 #퇴직연금 #연금저축 #투자상품,0,0,0,0,0,0
RFHIC,218410,통신 및 방송 장비 제조업,GaN 트랜지스터,2015-06-30,12월,조덕수,http://www.rfhic.com,경기도,"111,432,998,779",Other Industrials,기타산업,['Entertainment & Media'],['엔터테인먼트·미디어'],"RFHIC는 고주파 및 마이크로웨이브 기술을 전문으로 하는 회사로, 주로 통신, 방산, 의료 및 산업 분야에 다양한 RF(Microwave) 솔루션을 제공합니다. 이 회사는 혁신적인 기술과 품질 높은 제품으로 글로벌 시장에서 인정받고 있습니다.

RFHIC에서 제공하는 제품 및 서비스는 다음과 같습니다:

#RF모듈 #고주파증폭기 #필터 #스위치 #안테나 #전력증폭기 #RFID솔루션 #통신장비 #방산솔루션 #의료장비 #RF솔루션 #산업용RF기기",#RF모듈 #고주파증폭기 #필터 #스위치 #안테나 #전력증폭기 #RFID솔루션 #통신장비 #방산솔루션 #의료장비 #RF솔루션 #산업용RF기기,0,0,1,0,0,0
동운아나텍,94170,반도체 제조업,아날로그 반도체,2015-06-30,12월,김동철,http://www.dwanatech.com,서울특별시,"111,486,613,090",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"동운아나텍(Dongwon Anatech)은 전자기기 및 통신 장비의 설계, 제조 및 판매를 전문으로 하는 회사입니다. 이 회사는 고품질의 제품을 통해 고객의 다양한 요구에 부응하며, 혁신적인 기술력을 바탕으로 산업 발전에 기여하고 있습니다.

동운아나텍이 제공하는 제품과 서비스는 다음과 같습니다:

#통신장비 #전자기기 #제조 #설계 #기술지원 #품질관리 #맞춤형솔루션",#통신장비 #전자기기 #제조 #설계 #기술지원 #품질관리 #맞춤형솔루션,0,0,0,0,0,0
일월지엠엘,178780,상품 종합 도매업,전기 및 온수매트,2015-06-30,12월,"김영동, 이광모(각자대표이사)",http://www.ilwoulgml.co.kr,서울특별시,"28,812,419,144",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"일월지엠엘(ILWOL GML)은 첨단 기술을 기반으로 하는 기업으로, 주로 전자제품 및 관련 솔루션을 개발하고 제공합니다. 이 회사는 고객의 다양한 요구를 충족시키기 위해 혁신적인 제품과 서비스를 지속적으로 연구하고 있습니다.

제품 및 서비스 해시태그:
#전자제품 #기술솔루션 #스마트기기 #IoT솔루션 #소프트웨어개발 #고객맞춤서비스",#전자제품 #기술솔루션 #스마트기기 #IoT솔루션 #소프트웨어개발 #고객맞춤서비스,0,0,0,0,0,0
헥토이노베이션,214180,기타 정보 서비스업,휴대폰부가서비스,2015-06-30,12월,이현철,http://www.hectoinnovation.co.kr,서울특별시,"288,489,349,653",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"헥토이노베이션은 혁신적인 기술과 솔루션을 제공하는 회사로, 다양한 산업 분야에서 효율성과 생산성을 향상시키는 데 중점을 두고 있습니다. 이 회사는 최신 기술을 활용하여 고객의 요구에 맞춘 제품과 서비스를 개발하고 있습니다.

#스마트팩토리 #AI솔루션 #IoT기술 #데이터분석 #자동화시스템 #클라우드서비스 #모바일앱 #지속가능한기술",#스마트팩토리 #AI솔루션 #IoT기술 #데이터분석 #자동화시스템 #클라우드서비스 #모바일앱 #지속가능한기술,1,0,0,0,0,0
경보제약,214390,기초 의약물질 제조업,"아토르바스타틴, 세프티족심, 세프트리약손",2015-06-29,12월,김태영,http://www.kbpharma.co.kr,충청남도,"216,357,481,796",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"경보제약은 1963년에 설립된 한국의 제약회사로, 의약품 개발, 생산, 판매에 주력하고 있습니다. 이 회사는 다양한 치료 영역에서 혁신적인 의약품을 제공하며, 품질 높은 제품을 통해 환자의 건강을 지키기 위해 노력하고 있습니다.

경보제약이 제공하는 제품과 서비스는 다음과 같습니다:

#의약품 #의료기기 #바이오의약품 #개발서비스 #품질관리 #연구개발 #제약서비스 #헬스케어솔루션",#의약품 #의료기기 #바이오의약품 #개발서비스 #품질관리 #연구개발 #제약서비스 #헬스케어솔루션,0,0,0,0,1,0
인바이츠바이오코아,216400,자연과학 및 공학 연구개발업,"CRO(분석/생동/임상) 서비스, 유전체 분석 및 유전체 분석제품 개발 등",2015-06-29,12월,"신승수, 양성우 (공동대표)",http://www.bio-core.com,서울특별시,,Industrials,산업재,['Other Products'],['기타 제품/서비스'],"인바이츠바이오코아(InVitae BioCore)는 생명 과학 및 유전자 분석 분야의 혁신적인 기업으로, 유전 정보와 데이터를 활용하여 개인 맞춤형 건강 관리 솔루션을 제공합니다. 이 회사는 유전자 검사, 데이터 분석, 그리고 헬스케어 관련 서비스를 통해 개인의 건강 상태를 이해하고, 예방 및 치료 전략을 제안합니다.

제공하는 제품과 서비스:
#유전자검사 #개인맞춤형의료 #헬스케어데이터분석 #건강관리솔루션 #유전정보서비스",#유전자검사 #개인맞춤형의료 #헬스케어데이터분석 #건강관리솔루션 #유전정보서비스,0,0,0,0,1,0
코아스템켐온,166480,의약품 제조업,줄기세포 치료제,2015-06-26,12월,양길안,http://www.corestemchemon.com,경기도,"33,657,156,172",Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"코아스템켐온은 생명과학 및 의료 분야에 중점을 둔 바이오 기업으로, 혁신적인 치료법과 진단 솔루션을 개발하는 데 주력하고 있습니다. 특히, 세포 치료 및 유전자 편집 기술을 활용하여 다양한 질병의 치료에 기여하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#세포치료제 #유전자편집기술 #진단솔루션 #연구개발서비스 #맞춤형치료 #임상시험지원",#세포치료제 #유전자편집기술 #진단솔루션 #연구개발서비스 #맞춤형치료 #임상시험지원,0,0,0,0,1,0
